,open,high,low,close,adjclose,volume
2022-07-22,23000.0,23188.0,22850.0,22990.75,22187.078125,1329
2022-07-25,22990.75,23099.900390625,22650.0,22872.19921875,22072.671875,1227
2022-07-26,22872.19921875,23046.55078125,22742.400390625,22907.900390625,22107.125,812
2022-07-27,23080.0,23600.0,22050.55078125,23218.80078125,22407.15625,4112
2022-07-28,22993.25,23449.25,22801.150390625,23120.25,22312.05078125,1851
2022-07-29,23125.0,23400.0,22700.0,22742.80078125,21947.794921875,2889
2022-08-01,22752.0,23080.0,22500.0,22922.099609375,22120.826171875,3445
2022-08-02,22980.0,23083.349609375,22505.55078125,22771.44921875,21975.443359375,2684
2022-08-03,22890.0,23015.55078125,22504.44921875,22790.099609375,21993.44140625,2103
2022-08-04,22890.0,23549.0,22523.25,23464.849609375,22644.603515625,5146
2022-08-05,23500.0,24100.0,23110.0,23702.25,22873.70703125,3603
2022-08-08,23702.25,24100.0,23135.0,23726.05078125,22896.67578125,2383
2022-08-10,23799.0,24098.849609375,22523.05078125,22750.30078125,21955.033203125,11537
2022-08-11,22950.0,23385.0,22511.30078125,22726.80078125,21932.35546875,4099
2022-08-12,22799.0,23000.0,22241.5,22470.05078125,21684.580078125,6132
2022-08-16,22500.0,22699.94921875,22222.0,22401.849609375,21618.763671875,5387
2022-08-17,22500.0,22500.0,22050.0,22380.94921875,21598.59375,5170
2022-08-18,22350.0,23300.0,22200.0,23257.400390625,22444.40625,8464
2022-08-19,23450.0,23450.0,22710.05078125,22856.44921875,22057.470703125,2660
2022-08-22,22856.44921875,22987.900390625,22300.0,22361.5,21579.82421875,1356
2022-08-23,22400.0,22500.0,22300.0,22374.349609375,21592.224609375,37109
2022-08-24,22501.0,22751.0,22208.349609375,22369.599609375,21587.640625,3526
2022-08-25,22700.0,23000.0,22484.25,22855.75,22056.796875,2575
2022-08-26,23000.0,23250.0,23000.0,23086.5,22279.48046875,5702
2022-08-29,22001.0,23399.0,22000.05078125,23221.69921875,22409.953125,4317
2022-08-30,23255.0,23499.0,22930.849609375,23314.349609375,22499.365234375,6298
2022-09-01,23489.0,23510.099609375,22811.0,22907.400390625,22106.642578125,2172
2022-09-02,22999.0,23440.0,22813.69921875,23076.75,22270.072265625,3087
2022-09-05,23229.0,23386.5,22900.0,23244.849609375,22432.294921875,1739
2022-09-06,23250.099609375,23337.650390625,22920.0,22985.19921875,22181.720703125,2045
2022-09-07,23069.0,23100.0,22600.099609375,22780.599609375,21984.2734375,16167
2022-09-08,22825.0,22990.0,22601.0,22739.5,21944.611328125,1659
2022-09-09,22999.94921875,22999.94921875,22656.55078125,22839.94921875,22041.548828125,1150
2022-09-12,22839.94921875,22925.0,22725.05078125,22806.150390625,22008.931640625,6215
2022-09-13,22949.94921875,22949.94921875,22650.0,22802.150390625,22005.0703125,2061
2022-09-14,22796.0,22835.0,22556.94921875,22811.150390625,22013.755859375,1179
2022-09-15,22875.0,22976.75,22550.150390625,22873.44921875,22073.876953125,2483
2022-09-16,22628.0,24357.0,22628.0,23938.099609375,23101.310546875,13621
2022-09-19,24200.0,24200.0,22940.0,23441.900390625,22622.45703125,7648
2022-09-20,23550.0,24331.75,23449.19921875,23919.55078125,23083.41015625,4895
2022-09-21,23900.0,24114.94921875,22900.0,22986.650390625,22183.12109375,3352
2022-09-22,23000.0,23970.0,22900.0,23828.25,22995.30078125,7067
2022-09-23,23600.0,23898.94921875,23100.0,23713.0,22884.080078125,8135
2022-09-26,23240.0,23939.849609375,22620.0,23743.44921875,22913.46484375,11820
2022-09-27,23775.0,23907.80078125,23038.05078125,23687.69921875,22859.6640625,3691
2022-09-28,23515.0,23970.0,23200.0,23876.650390625,23042.009765625,3850
2022-09-29,23996.05078125,24225.0,23280.5,24086.55078125,23244.572265625,4076
2022-09-30,23900.0,24850.0,23821.900390625,24606.30078125,23746.154296875,5968
2022-10-03,24900.0,24900.0,23675.05078125,24295.30078125,23446.025390625,4824
2022-10-04,24400.0,24960.80078125,24344.599609375,24792.5,23925.845703125,3383
2022-10-06,24693.0,25209.0,24693.0,25130.69921875,24252.22265625,3704
2022-10-07,25000.0,25007.0,24365.05078125,24464.94921875,23609.744140625,7540
2022-10-10,24305.0,24595.94921875,24154.94921875,24517.650390625,23660.603515625,2048
2022-10-11,24392.0,24397.94921875,23479.349609375,23748.099609375,22917.953125,7825
2022-10-12,23796.0,23800.0,23332.0,23684.0,22856.09375,3038
2022-10-13,23552.0,23588.099609375,23330.0,23384.099609375,22566.677734375,3090
2022-10-14,23501.05078125,23628.44921875,22825.75,23003.44921875,22199.33203125,1856
2022-10-17,22996.0,24200.0,22743.05078125,23414.099609375,22595.62890625,5166
2022-10-18,23515.0,23840.0,23410.0,23683.599609375,22855.70703125,3461
2022-10-19,23790.0,23821.30078125,23400.0,23469.69921875,22649.28515625,1088
2022-10-20,23598.0,23598.0,23066.05078125,23227.150390625,22415.21484375,2095
2022-10-21,23343.30078125,23490.0,22865.099609375,22954.69921875,22152.287109375,2805
2022-10-24,23298.69921875,23298.69921875,23004.0,23168.19921875,22358.32421875,268
2022-10-25,23196.0,23323.0,22811.0,22922.099609375,22120.826171875,1041
2022-10-27,23171.0,23248.0,22506.599609375,22610.30078125,21819.927734375,1547
2022-10-28,22610.30078125,23100.0,22580.30078125,23040.44921875,22235.0390625,2830
2022-10-31,23112.0,23321.0,22985.0,23288.30078125,22474.2265625,4536
2022-11-01,23288.80078125,23388.0,22860.0,23118.55078125,22310.41015625,2044
2022-11-02,23234.150390625,23950.0,23190.0,23408.75,22590.466796875,2781
2022-11-03,23408.75,23500.0,23000.0,23071.5,22265.005859375,1897
2022-11-04,23178.0,23358.94921875,22801.0,22871.94921875,22072.4296875,1318
2022-11-07,22986.349609375,23172.099609375,22291.0,22400.69921875,21617.65234375,2778
2022-11-09,22840.0,24163.80078125,22301.0,23483.94921875,22663.037109375,27624
2022-11-10,23699.94921875,23780.0,23280.0,23564.0,22740.2890625,5789
2022-11-11,23950.0,24100.0,23577.099609375,23680.849609375,22853.0546875,5242
2022-11-14,23799.0,24648.0,23630.19921875,24483.69921875,23627.837890625,7862
2022-11-15,24650.0,24900.0,23844.150390625,24134.400390625,23290.75,6457
2022-11-16,24150.0,24238.19921875,23856.099609375,24014.599609375,23175.13671875,3514
2022-11-17,24000.0,24170.94921875,23839.75,24004.75,23165.6328125,2679
2022-11-18,24124.80078125,24349.0,23957.25,24316.05078125,23466.05078125,3550
2022-11-21,23970.0,23970.0,23311.0,23738.55078125,23738.55078125,4007
2022-11-22,23600.0,23738.44921875,23001.0,23168.150390625,23168.150390625,2662
2022-11-23,23248.0,23248.0,22900.0,22974.44921875,22974.44921875,2450
2022-11-24,22998.94921875,23200.0,22900.0,22929.099609375,22929.099609375,1485
2022-11-25,22900.0,23187.94921875,22850.0,22900.80078125,22900.80078125,7329
2022-11-28,22905.0,23290.5,22765.05078125,23239.05078125,23239.05078125,12997
2022-11-29,23239.05078125,23465.75,23066.30078125,23399.94921875,23399.94921875,1970
2022-11-30,23390.0,23559.849609375,23167.0,23353.5,23353.5,1930
2022-12-01,23549.0,23549.0,23300.0,23386.94921875,23386.94921875,2182
2022-12-02,23210.25,23383.849609375,23000.0,23149.349609375,23149.349609375,2258
2022-12-05,23165.0,23237.349609375,22916.599609375,23108.349609375,23108.349609375,1739
2022-12-06,23119.0,23175.150390625,22974.099609375,23086.25,23086.25,1258
2022-12-07,23149.0,23349.650390625,22851.0,22996.55078125,22996.55078125,1918
2022-12-08,23100.0,23143.400390625,22852.0,22909.44921875,22909.44921875,771
2022-12-09,23099.0,23400.0,22899.94921875,23120.30078125,23120.30078125,2013
2022-12-12,23155.0,23400.0,22925.0,23326.400390625,23326.400390625,1469
2022-12-13,23388.0,23388.0,23130.05078125,23279.75,23279.75,824
2022-12-14,23348.0,23350.0,23161.0,23268.69921875,23268.69921875,899
2022-12-15,23200.0,23399.94921875,23200.0,23331.099609375,23331.099609375,1020
2022-12-16,23400.0,23493.75,22950.0,23088.5,23088.5,2759
2022-12-19,22901.0,23187.80078125,22811.0,23104.55078125,23104.55078125,1514
2022-12-20,23240.0,23240.0,22860.05078125,22917.900390625,22917.900390625,695
2022-12-21,23139.0,23229.0,22750.0,22873.599609375,22873.599609375,6291
2022-12-22,22993.0,22993.0,22500.0,22622.5,22622.5,4890
2022-12-23,22622.5,23000.0,22150.0,22424.25,22424.25,2355
2022-12-26,22255.0,22717.0,22150.0,22386.80078125,22386.80078125,1406
2022-12-27,22411.0,22615.75,22252.94921875,22333.05078125,22333.05078125,1141
2022-12-28,22479.0,22479.0,22026.900390625,22101.0,22101.0,1212
2022-12-29,22190.0,22190.0,21951.599609375,22017.30078125,22017.30078125,1490
2022-12-30,22075.05078125,22188.94921875,21900.0,21943.099609375,21943.099609375,760
2023-01-02,22130.0,22130.0,21400.0,21505.69921875,21505.69921875,4561
2023-01-03,21401.0,21675.0,21300.44921875,21602.0,21602.0,10545
2023-01-04,21800.0,22150.0,21602.05078125,22050.400390625,22050.400390625,3162
2023-01-05,22090.0,22400.0,22007.05078125,22388.0,22388.0,3679
2023-01-06,22388.0,22589.0,22164.0,22294.400390625,22294.400390625,1598
2023-01-09,22375.0,22843.150390625,22375.0,22762.05078125,22762.05078125,2102
2023-01-10,22825.0,22825.0,22352.0,22564.150390625,22564.150390625,2110
2023-01-11,22789.80078125,22869.0,22031.0,22170.849609375,22170.849609375,1563
2023-01-12,22371.0,22532.80078125,22085.0,22335.400390625,22335.400390625,3091
2023-01-13,22335.400390625,22477.900390625,22001.849609375,22396.599609375,22396.599609375,2505
2023-01-16,22305.150390625,22842.30078125,22305.150390625,22514.150390625,22514.150390625,2560
2023-01-17,22514.150390625,22700.0,22410.0,22611.44921875,22611.44921875,1914
2023-01-18,22551.05078125,22725.0,22518.05078125,22629.5,22629.5,2187
2023-01-19,22630.0,22800.0,22500.0,22753.900390625,22753.900390625,1138
2023-01-20,22753.94921875,22798.94921875,22619.150390625,22707.75,22707.75,634
2023-01-23,22707.75,22795.0,22529.94921875,22756.099609375,22756.099609375,2928
2023-01-24,22756.099609375,22868.94921875,22640.5,22748.55078125,22748.55078125,849
2023-01-25,22605.0,22799.900390625,22420.30078125,22706.599609375,22706.599609375,845
2023-01-27,22679.94921875,22744.25,22265.25,22600.5,22600.5,1854
2023-01-30,22405.0,22839.94921875,22275.19921875,22778.19921875,22778.19921875,1080
2023-01-31,22645.19921875,23685.849609375,22400.0,23329.05078125,23329.05078125,5519
2023-02-01,23329.05078125,23439.150390625,22550.0,22645.44921875,22645.44921875,2366
2023-02-02,22696.0,23200.0,22513.0,23140.5,23140.5,2473
2023-02-03,23149.0,23149.0,22842.80078125,23033.44921875,23033.44921875,971
2023-02-06,23100.0,23189.150390625,22500.0,22612.400390625,22612.400390625,1316
2023-02-07,22677.94921875,23198.0,22641.19921875,22900.05078125,22900.05078125,1490
2023-02-08,22900.05078125,23500.0,22750.400390625,23117.80078125,23117.80078125,19538
2023-02-09,23250.0,23994.94921875,23250.0,23528.349609375,23528.349609375,18960
2023-02-10,23630.0,23969.0,23323.0,23420.349609375,23420.349609375,2825
2023-02-13,23310.0,23420.30078125,22813.05078125,22956.94921875,22956.94921875,1279
2023-02-14,22999.0,22999.0,22251.0,22376.349609375,22376.349609375,3087
2023-02-15,22302.0,22579.94921875,21500.0,21554.0,21554.0,48590
2023-02-16,21700.0,22400.0,21558.0,22263.5,22263.5,7205
2023-02-17,22200.0,22356.80078125,21951.55078125,22177.05078125,22177.05078125,12667
2023-02-20,22180.0,22387.44921875,21862.599609375,22085.05078125,22085.05078125,4923
2023-02-21,22099.94921875,22350.5,22063.0,22212.349609375,22212.349609375,1198
2023-02-22,22348.0,22348.0,21700.0,21809.0,21809.0,2414
2023-02-23,21949.94921875,22439.94921875,21600.0,22091.150390625,22091.150390625,88819
2023-02-24,22290.0,22550.0,21700.05078125,21853.650390625,21853.650390625,4986
2023-02-27,22000.0,22265.0,21650.0,21944.5,21944.5,4044
2023-02-28,22100.0,23199.0,21970.650390625,22888.849609375,22888.849609375,11895
2023-03-01,22750.0,22888.69921875,22403.55078125,22655.900390625,22655.900390625,2988
2023-03-02,22748.94921875,23360.099609375,22689.599609375,23315.30078125,23315.30078125,4282
2023-03-03,23160.0,23349.94921875,23160.0,23202.80078125,23202.80078125,2485
2023-03-06,23160.05078125,23464.400390625,23100.25,23406.30078125,23406.30078125,3650
2023-03-08,23498.900390625,23888.0,23248.75,23627.30078125,23627.30078125,3726
2023-03-09,23699.0,23801.0,23400.0,23536.19921875,23536.19921875,2385
2023-03-10,23587.94921875,23699.5,23330.349609375,23582.80078125,23582.80078125,8042
2023-03-13,23582.80078125,23707.150390625,23301.349609375,23540.099609375,23540.099609375,5496
2023-03-14,23743.75,23743.75,22884.849609375,23103.150390625,23103.150390625,2087
2023-03-15,23373.94921875,23417.94921875,23169.650390625,23371.099609375,23371.099609375,1333
2023-03-16,23500.0,23500.0,22851.69921875,22982.44921875,22982.44921875,2827
2023-03-17,23163.099609375,23350.0,22880.0,22936.349609375,22936.349609375,1281
2023-03-20,23198.0,23198.0,22125.0,22916.400390625,22916.400390625,7292
2023-03-21,22996.0,23198.900390625,22602.0,22733.0,22733.0,2017
2023-03-22,22890.0,22899.849609375,22200.0,22350.75,22350.75,1807
2023-03-23,22386.0,22568.0,21741.19921875,21783.349609375,21783.349609375,3256
2023-03-24,21900.0,22527.94921875,21730.0,22323.05078125,22323.05078125,2615
2023-03-27,22323.05078125,22879.75,22204.599609375,22752.599609375,22752.599609375,3456
2023-03-28,22751.0,22948.0,22208.400390625,22768.400390625,22768.400390625,4724
2023-03-29,22650.0,23250.0,22589.0,23095.0,23095.0,1977
2023-03-31,23095.94921875,23284.400390625,22800.0,22963.849609375,22963.849609375,2677
2023-04-03,23189.94921875,23189.94921875,22572.099609375,22669.099609375,22669.099609375,2155
2023-04-05,22699.80078125,22783.650390625,22440.05078125,22667.650390625,22667.650390625,3427
2023-04-06,22700.0,23400.0,22261.55078125,23328.25,23328.25,5069
2023-04-10,23400.0,23400.0,22700.0,22780.44921875,22780.44921875,2474
2023-04-11,22846.0,23409.94921875,22808.69921875,23281.900390625,23281.900390625,2655
2023-04-12,23200.0,23280.849609375,23000.099609375,23031.900390625,23031.900390625,1263
2023-04-13,23035.0,23300.0,22698.94921875,22861.599609375,22861.599609375,2381
2023-04-17,22920.05078125,23000.0,22750.0,22966.30078125,22966.30078125,2138
2023-04-18,22978.0,22999.69921875,22766.5,22839.0,22839.0,1136
2023-04-19,22919.0,22978.94921875,22700.0,22777.44921875,22777.44921875,970
2023-04-20,22878.0,22878.0,22540.0,22627.849609375,22627.849609375,3268
2023-04-21,22658.900390625,22714.69921875,22300.0,22347.900390625,22347.900390625,1055
2023-04-24,22400.0,22765.5,22125.25,22412.94921875,22412.94921875,6232
2023-04-25,22382.94921875,22800.0,22160.75,22296.19921875,22296.19921875,23477
2023-04-26,22296.19921875,22550.0,22259.349609375,22425.69921875,22425.69921875,3083
2023-04-27,22449.94921875,22650.0,22327.099609375,22611.75,22611.75,2202
2023-04-28,22600.099609375,22679.94921875,22296.19921875,22548.19921875,22548.19921875,2270
2023-05-02,22548.19921875,22580.0,22356.0,22390.0,22390.0,2285
2023-05-03,22359.94921875,23100.0,22201.0,23016.25,23016.25,3358
2023-05-04,23000.0,23666.599609375,22862.150390625,23529.94921875,23529.94921875,9294
2023-05-05,23500.0,23794.0,23200.0,23387.55078125,23387.55078125,3118
2023-05-08,23400.0,24076.19921875,23400.0,23785.650390625,23785.650390625,2469
2023-05-09,23785.650390625,24089.900390625,23785.05078125,23927.44921875,23927.44921875,13938
2023-05-10,24098.94921875,24113.400390625,23550.099609375,23669.099609375,23669.099609375,1289
2023-05-11,23800.0,23999.80078125,23511.0,23601.30078125,23601.30078125,1238
2023-05-12,23602.400390625,23948.650390625,23251.05078125,23495.599609375,23495.599609375,9516
2023-05-15,23534.44921875,23617.650390625,23195.0,23233.44921875,23233.44921875,4389
2023-05-16,23205.0,23384.400390625,23201.0,23299.25,23299.25,7150
2023-05-17,23207.0,23469.900390625,23001.0,23312.75,23312.75,1948
2023-05-18,23312.80078125,23500.0,23312.75,23363.349609375,23363.349609375,620
2023-05-19,23398.05078125,24004.0,23340.0,23911.900390625,23911.900390625,2607
2023-05-22,23911.900390625,24439.849609375,23854.849609375,24304.25,24304.25,3854
